id,Interactable Name,NPC Name,Conv Name,Interaction Type,Is Interactable,Print Debug,Skip Req Hide,Skip Req Reveal,Start Visible,Magic Required,Reserved Column1,Reserved Column2,Event Destroy,Event Destroy Group,Event Change,Event Hide,Event Reveal,Event Send,Event Lose Combat,Reserved Column4,Event And1,Event And2,Event And3,Event Or1,Event Or2,Event Or3,Earth Allowed1,Earth Allowed2,Air Allowed1,Air Allowed2,Water Allowed1,Water Allowed2,Fire Allowed1,Fire Allowed2,Void Allowed1,Void Allowed2,Child Parameter1,Child Parameter2,Child Parameter3,Child Parameter4,Child Parameter5,Child Parameter6,Loaded
257,Little boy,Little boy,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Woman in town,Woman in town,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Woman near garden,Woman near garden,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Woman with cats,Woman with cats,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Kid playing,Kid playing,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Old man in town,Old man in town,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Fisherwoman1,Fisherwoman1,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Fisherwoman2,Fisherwoman2,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Woman looking up,Woman looking up,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Man seeking adventure,Man seeking adventure,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,dog_lt1,dog_lt1,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,dog_lt2,dog_lt2,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,dog_lt3,dog_lt3,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,dog_lt4,dog_lt4,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,dog_lt5,dog_lt5,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,dog_lt6,dog_lt6,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,dog_lt7,dog_lt7,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,dog_lt8,dog_lt8,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,dog_lt8,dog_lt9,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,cat_lt1,cat_lt1,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,cat_lt2,cat_lt2,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,cat_lt3,cat_lt3,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,cat_lt4,cat_lt4,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,cat_lt5,cat_lt5,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,cat_lt6,cat_lt6,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,cat_lt7,cat_lt7,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,cat_lt8,cat_lt8,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,cat_lt9,cat_lt9,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,cat_lt10,cat_lt10,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,cat_lt11,cat_lt11,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,cat_lt12,cat_lt12,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Woman near fire,Woman near fire,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Father with advice,Father with advice,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Son with question,Son with question,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Farmer needing help,Farmer needing help,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Kid whining,Kid whining,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Mom unhelpful,Mom unhelpful,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Man wanting food,Man wanting food,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Smallish kid,Smallish kid,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Man yawning,Man yawning,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Witchy woman,Witchy woman,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Man with stain,Man with stain,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Hungry woman,Hungry woman,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Kid planning1,Kid planning1,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Kid planning2,Kid planning2,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Grumpy old woman,Grumpy old woman,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Doting mother,Doting mother,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Teacher1lake,Teacher1lake,,,,,,,TRUE,,,,act3_start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Evac Patient,Evac Patient,,,,,,,TRUE,,,,act3_start,,stabilize_patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Mom of student,Mom of student,,,,,,,TRUE,,,,act3_start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Farmers kid,Farmers kid,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Stressed out mom,Stressed out mom,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Smokebomb kid,Smokebomb kid,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,smokebomb charm,smokebomb charm,,,,,,,FALSE,,,,smokebomb_charm_hide,,,smokebomb_charm_hide,smokebomb_charm_available,protection_charm1,,,,,,,,,,,,,,,,,,,,,,,,,
311,So,So,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Soh,Soh,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,mystery_board,mystery_board,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Kid sitting by tree,Kid sitting by tree,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Nearby parent,Nearby parent,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,barrelman_lt1,barrelman_lt1,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,barrelman_lt2,barrelman_lt2,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,door_lt1,door_lt1,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,door_lt2,door_lt2,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,door_lt3,door_lt3,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,door_lt4,door_lt4,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,door_lt5,door_lt5,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,door_lt6,door_lt6,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,door_lt7,door_lt7,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Daydreaming kid,Daydreaming kid,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Guy with backpack,Guy with backpack,,,,,,,TRUE,,,,act3_start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Teen boy1,Teen boy1,,,,,,,TRUE,,,,act3_start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Birthday girl,Birthday girl,,,,,,,TRUE,,,,act3_start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Mom with luggage,Mom with luggage,,,,,,,TRUE,,,,act3_start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Lady complaining,Lady complaining,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Lady watching dog,Lady watching dog,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Quartermaster,Quartermaster,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,rabbit_lt1,rabbit_lt1,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,rabbit_lt2,rabbit_lt2,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,rabbit_lt3,rabbit_lt3,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,rabbit_lt4,rabbit_lt4,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,rabbit_lt5,rabbit_lt5,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,rabbit_lt6,rabbit_lt6,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,rabbit_lt7,rabbit_lt7,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,rabbit_lt8,rabbit_lt8,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Paranoid man,Paranoid man,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Messenger,Messenger,,,,,,,FALSE,,,,mayor act1 exposition,act1_sc3_end,,,messenger_reveal,,,,,,,,,,,,,,,,,,,,,,,,,,
343,leaf_lt1,leaf_lt1,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,leaf_lt2,leaf_lt2,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,leaf_lt3,leaf_lt3,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,leaf_lt4,leaf_lt4,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,leaf_lt5,leaf_lt5,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,leaf_lt6,leaf_lt6,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,leaf_lt7,leaf_lt7,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,leaf_lt8,leaf_lt8,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Little woman,Little woman,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Sifu1,Sifu1,,,,,,,TRUE,,,,act3_start,,,sifu1_hide,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Sifu1_area1,Sifu1_area1,,,,,,,FALSE,,,,act3_start,,,sifu1a1_hide,sifu1_hide,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Sifu1_area2,Sifu1_area2,,,,,,,FALSE,,,,act3_start,,,sifu1a2_hide,sifu1a1_hide,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Sifu1_area3,Sifu1_area3,,,FALSE,TRUE,FALSE,FALSE,FALSE,,,,act3_start,,,sifu1a3_hide,sifu1a2_hide,,,,,,,,,,,,,,,,,,,,5,,,,,,
356,Sifu1_area3b,Sifu1_area3b,,,,,,,FALSE,,,,act3_start,,,sifu1a3b_hide,sifu1a3_hide,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Sifu1_returns,Sifu1_returns,,,,,,,FALSE,,,,act3_start,,,,sifu1a3b_hide,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Sifu2,Sifu2,,,,,,,TRUE,,,,act3_start,sifu2_hide,,sifu2_hide,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Sifu3,Sifu3,,,,,,,TRUE,,,,act3_start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Trainer,Trainer,,,,,,,TRUE,,,,act3_start,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,
361,Trainer_dodge,Trainer_dodge,,,,,,,FALSE,,,,act3_start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Trainer_counter,Trainer_counter,,,,,,,FALSE,,,,act3_start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Trainer_in_area3,Trainer_in_area3,,,,,,,FALSE,,,,act3_start,,,sifu1a3_hide,sifu1a2_hide,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Student punching,Student punching,,,,,,,TRUE,,,,act3_start,student_punching_hide,,student_punching_hide,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Student meditating,Student meditating,,,,,,,TRUE,,,,act3_start,student_meditating_hide,,student_meditating_hide,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Student reading,Student reading,,,,,,,TRUE,,,,act3_start,student_reading_hide,,student_reading_hide,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Student recovering,Student recovering,,,,,,,TRUE,,,,act3_start,student_recovering_hide,,student_recovering_hide,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,signpost_train1,signpost_train1,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,act3_start,,,,,training_activate1,,,,,,,,,,,,,,,,,,,,,,,,,
369,signpost_train2,signpost_train2,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,act3_start,,,,,training_activate2,,,,,,,,,,,,,,,,,,,,,,,,,
370,signpost_train3,signpost_train3,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,act3_start,,,,,training_activate3,,,,,,,,,,,,,,,,,,,,,,,,,
371,signpost_train4,signpost_train4,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,act3_start,,,,,training_activate4,,,,,,,,,,,,,,,,,,,,,,,,,
372,signpost_train5,signpost_train5,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,act3_start,,,,,training_activate5,,,,,,,,,,,,,,,,,,,,,,,,,
373,signpost_train6,signpost_train6,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,act3_start,,,,,training_activate6,,,,,,,,,,,,,,,,,,,,,,,,,
374,signpost_train7,signpost_train7,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,act3_start,,,,,training_activate7,,,,,,,,,,,,,,,,,,,,,,,,,
375,signpost_train8,signpost_train8,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,act3_start,,,,,training_activate8,,,,,,,,,,,,,,,,,,,,,,,,,
376,signpost_train9,signpost_train9,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,act3_start,,,,,training_activate9,,,,,,,,,,,,,,,,,,,,,,,,,
377,signpost_train10,signpost_train10,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,act3_start,,,,,training_activate10,,,,,,,,,,,,,,,,,,,,,,,,,
378,signpost_train11,signpost_train11,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,act3_start,,,,,training_activate11,,,,,,,,,,,,,,,,,,,,,,,,,
379,signpost_train12,signpost_train12,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,act3_start,,,,,training_activate12,,,,,,,,,,,,,,,,,,,,,,,,,
380,sign_for_sifu1,sign_for_sifu1,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,act3_start,,,,,,,,,,,,,,,,,,,,,,,,,,
381,sign_for_sifu3,sign_for_sifu3,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,act3_start,,,,,,,,,,,,,,,,,,,,,,,,,,
382,sign_for_trainer,sign_for_trainer,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,act3_start,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Gate guard,Gate guard,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Villager at gate1,Villager at gate1,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Villager at gate2,Villager at gate2,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Villager at gate3,Villager at gate3,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Villager at gate4,Villager at gate4,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Villager at gate5,Villager at gate5,,,,,,,TRUE,,,,new_sculpture_reveal,,,new_sculpture_reveal,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Shady guy,Shady guy,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Delivery boy,Delivery boy,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Guard1 behind door,Guard1 behind door,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Guard2 behind door,Guard2 behind door,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Guard3 behind door,Guard3 behind door,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Guard4 behind door,Guard4 behind door,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Mountain king,Mountain king,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Spastic man,Spastic man,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Man at entrance,Man at entrance,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Mayor3,Mayor3,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Woman with news,Woman with news,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Uncle of shepherd,Uncle of shepherd,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Worried Woman,Worried Woman,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Refugee Woman,Refugee Woman,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Refugee Man,Refugee Man,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Refugee Young Woman,Refugee Young Woman,,,,,,,TRUE,,,,,,,act2_start,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Refugee Young Man,Refugee Young Man,,,,,,,TRUE,,,,,,,act2_start,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Shepherd in town,Shepherd in town,,,,,,,TRUE,,,,,act2_start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Shepherd in town2,Shepherd in town2,,,,,,,FALSE,,,,,,,,act2_start,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Lazy Miner,Lazy Miner,,,,,,,TRUE,,,,,act2_start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Lazy Miner in town,Lazy Miner in town,,,,,,,FALSE,,,,,,,,act2_start,,,,,,,,,,,,,,,,,,,,,,,,,,
410,ShepherdPT1,ShepherdPT1,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,ShepherdPT2,ShepherdPT2,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,ShepherdPT3,ShepherdPT3,,,,,,,TRUE,,,,,,,shepherdpt3_hide,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,ShepherdPT4,ShepherdPT4,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,GoatherdPT1,GoatherdPT1,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,loner_sheep,loner_sheep,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,stubborn_sheep,stubborn_sheep,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,sheep_pt1,sheep_pt1,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,sheep_pt2,sheep_pt2,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,sheep_pt3,sheep_pt3,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,sheep_pt4,sheep_pt4,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,sheep_pt5,sheep_pt5,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,sheep_pt6,sheep_pt6,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,sheep_pt7,sheep_pt7,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,sheep_pt8,sheep_pt8,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,sheep_pt9,sheep_pt9,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,sheep_pt10,sheep_pt10,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,sheep_pt11,sheep_pt11,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,sheep_pt12,sheep_pt12,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,sheep_pt13,sheep_pt13,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,sheep_pt14,sheep_pt14,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,sheep_pt15,sheep_pt15,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,goat_pt1,goat_pt1,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,goat_pt2,goat_pt2,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,goat_pt3,goat_pt3,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,goat_pt4,goat_pt4,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,goat_pt5,goat_pt5,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,goat_pt6,goat_pt6,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,goat_pt7,goat_pt7,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,goat_pt8,goat_pt8,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Little girl,Little girl,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Edna,Edna,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Nena,Nena,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Dockworker1,Dockworker1,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Dockworker2,Dockworker2,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Innkeeper,Innkeeper,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Ferrywoman,Ferrywoman,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
